PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
WALNUT GROVE,0.0,108.0,139.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,888.0,890.0,0.0,6.0,8.0,2054.0
ROCK SPRING,3.0,377.0,392.0,0.0,18.0,9.0,0.0,1.0,0.0,0.0,14.0,17.0,0.0,4.0,5.0,0.0,2735.0,2411.0,0.0,77.0,66.0,6129.0
ARMUCHEE VALLEY,0.0,71.0,76.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,572.0,523.0,0.0,24.0,12.0,1295.0
MOUNTAIN,1.0,82.0,90.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,483.0,468.0,0.0,0.0,1.0,1134.0
CHATTANOOGA VALLEY,1.0,456.0,479.0,0.0,16.0,8.0,0.0,1.0,1.0,0.0,17.0,17.0,0.0,9.0,9.0,3.0,2753.0,2377.0,0.0,87.0,69.0,6303.0
KENSINGTON,0.0,99.0,105.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,575.0,526.0,0.0,51.0,46.0,1409.0
ROSSVILLE,3.0,529.0,528.0,0.0,23.0,12.0,0.0,5.0,3.0,0.0,26.0,24.0,0.0,11.0,5.0,3.0,2730.0,2144.0,0.0,183.0,95.0,6324.0
CHICKAMAUGA,0.0,388.0,475.0,0.0,10.0,14.0,0.0,1.0,3.0,0.0,13.0,8.0,0.0,9.0,9.0,2.0,3044.0,2525.0,0.0,89.0,71.0,6661.0
FAIRYLAND,1.0,99.0,106.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,2.0,3.0,0.0,624.0,552.0,0.0,2.0,2.0,1406.0
FAIRVIEW,0.0,240.0,202.0,0.0,11.0,7.0,0.0,3.0,2.0,0.0,12.0,10.0,0.0,2.0,2.0,3.0,1306.0,1060.0,0.0,60.0,58.0,2978.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
TOTAL,9.0,2449.0,2592.0,0.0,92.0,60.0,0.0,13.0,14.0,0.0,96.0,81.0,0.0,44.0,34.0,16.0,15711.0,13477.0,0.0,579.0,428.0,35695.0
