,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,44.44,14.29,0.0
1,OTHER,0.0,100.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,0.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,66.67,67.24,0.0
6,BLACK,43.24,53.33,0.0
