,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.98,39.49,0.0
1,OTHER,56.25,58.06,0.0
2,NATIVE AMERICAN,66.67,33.33,0.0
3,LATINO,51.39,43.53,0.0
4,ASIAN-PACIFIC,51.96,58.52,0.0
5,WHITE,65.75,66.62,0.0
6,BLACK,47.44,53.42,0.0
