,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,37.29,50.0,0.0
1,OTHER,50.0,56.86,0.0
2,NATIVE AMERICAN,33.33,75.0,0.0
3,LATINO,32.56,39.8,0.0
4,ASIAN-PACIFIC,38.1,50.0,0.0
5,WHITE,49.83,49.05,0.0
6,BLACK,53.53,63.91,50.0
