,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.43,47.27,0.0
1,OTHER,66.67,66.67,0.0
2,NATIVE AMERICAN,0.0,100.0,0.0
3,LATINO,66.67,25.0,0.0
4,ASIAN-PACIFIC,50.0,0.0,0.0
5,WHITE,61.9,61.54,100.0
6,BLACK,46.77,62.01,0.0
