,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,25.16,39.87,0.0
1,OTHER,44.0,42.5,0.0
2,NATIVE AMERICAN,0.0,50.0,0.0
3,LATINO,30.25,41.67,0.0
4,ASIAN-PACIFIC,37.23,48.51,100.0
5,WHITE,45.29,49.15,50.0
6,BLACK,43.41,52.69,50.0
