,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,43.03,49.34,0.0
1,OTHER,50.0,52.17,0.0
2,NATIVE AMERICAN,16.67,50.0,0.0
3,LATINO,46.67,53.23,0.0
4,ASIAN-PACIFIC,42.86,54.39,0.0
5,WHITE,59.96,62.86,50.0
6,BLACK,62.38,74.04,0.0
