,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,37.66,38.75,0.0
1,OTHER,60.0,75.0,0.0
2,NATIVE AMERICAN,33.33,0.0,0.0
3,LATINO,53.85,36.36,0.0
4,ASIAN-PACIFIC,40.0,66.67,0.0
5,WHITE,70.08,66.88,100.0
6,BLACK,58.37,68.15,0.0
