PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
TOWN,0,27.64,15.18,0,36.36,28.57,0,33.33,50,0,41.18,50,0,0,33.33,0,54.94,51.82,0,56.45,44.67,49.11
ALMON,0,45.58,37.55,0,42.5,46.88,0,25,75,0,40,46.43,0,58.82,40,0,60.93,58.65,100,70.02,56.09,60.24
ALCOVY,0,39.61,38.15,0,46.15,33.33,0,50,0,0,43.18,32.5,0,36.84,44.44,0,66.57,67.45,0,64.09,50.65,60.91
COVINGTON MILLS,0,30.66,25.3,0,60,33.33,0,0,0,0,36.17,27.27,0,25,50,0,59.97,57.39,0,60.88,49.29,53.78
BREWERS,0,39.83,31.65,0,50,72.73,0,50,66.67,0,64.71,45,0,100,0,100,65.13,65.78,0,66.27,51.98,61.82
BRICK STORE,100,47.69,36.73,0,40,75,0,66.67,0,0,72.22,68.42,0,10,25,0,67.84,70.37,0,66.67,58.62,65.84
CEDAR SHOALS,0,23.2,20.97,0,35.29,35.71,0,100,0,0,36.84,38.1,0,57.14,45.45,100,51.18,50.35,0,57.14,45.96,47.99
LIVINGSTON,0,31.35,31.28,0,77.27,33.33,0,50,0,0,54.05,37.5,0,87.5,100,50,53.5,50.81,0,64.51,50.90,54.15
DOWNS,0,40.59,33.33,0,46.67,37.04,0,50,60,0,48.33,36.36,0,50,83.33,0,61.96,58,100,70.9,57.19,59.66
GUM CREEK,0,45.51,37.74,0,66.67,47.37,0,0,0,0,58.33,43.75,0,52.94,43.75,0,70.76,69.43,0,74.93,66.89,67.58
BEAVERDAM,0,33.05,27.07,0,40,38.46,0,100,33.33,0,35.85,39.47,0,44.44,50,0,55.92,62.11,100,68.14,53.84,57.36
LEGUINN,0,42.42,31.17,0,100,33.33,0,100,100,0,45.45,42.86,0,50,100,0,71.57,70.83,0,66.84,45.70,66.25
MANSFIELD,0,16.67,41.3,0,0,100,0,0,0,0,33.33,100,0,50,0,0,72.34,73.73,0,67.35,70.27,70.57
NEWBORN,0,33.33,28,0,100,0,0,0,0,0,33.33,100,0,0,100,0,78.84,73.4,0,64.29,58.97,71.63
OXFORD,0,26.19,35.48,0,50,25,0,50,0,0,23.53,38.46,0,60,75,0,69.09,67.4,0,63.77,53.37,63.04
ROCKY PLAINS,0,39.61,28.28,0,41.67,71.43,0,100,0,0,39.29,31.43,0,71.43,50,100,54.78,55.32,0,63.31,51.07,53.76
BUCK CREEK,100,32.22,27.88,0,33.33,46.67,0,100,80,0,48.21,44.68,0,36.36,64.71,0,56,54.73,0,67.12,51.77,54.99
STANSELLS,0,38.83,27.52,0,50,31.82,0,0,33.33,0,39.34,36.96,0,31.58,58.82,0,54.59,54.12,0,65.35,52.57,54.99
FAIRVIEW,0,31.51,34.56,0,30.3,33.33,0,33.33,33.33,0,40,13.04,0,57.14,28.57,0,49.3,47.43,0,58.65,43.49,49.73
CROWELL,100,33.33,23.55,0,33.33,50,0,50,50,0,42.55,48.48,0,53.33,40,0,56.62,53.78,0,65.26,48.43,54.53
HUB,0,46.15,35.8,0,25,40,0,0,50,0,0,16.67,0,50,40,0,74.2,72.89,0,78.89,79.45,71.2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,75.0,35.95,29.72,,44.99,41.98,,50.0,47.73,,43.13,39.44,,46.67,48.55,66.67,63.22,62.65,100.0,64.79,51.61,58.07
