,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,51.35,36.67,0.0
1,OTHER,100.0,50.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,25.0,0.0
4,ASIAN-PACIFIC,50.0,50.0,0.0
5,WHITE,67.32,67.61,0.0
6,BLACK,54.76,68.29,0.0
