,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,33.33,50.0,0.0
1,OTHER,66.67,33.33,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,50.0,25.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,62.0,61.25,0.0
6,BLACK,0.0,0.0,0.0
