,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,55.09,53.49,0.0
1,OTHER,57.14,61.9,100.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,52.94,58.82,0.0
4,ASIAN-PACIFIC,41.3,41.86,0.0
5,WHITE,68.24,67.72,50.0
6,BLACK,66.67,72.28,0.0
