PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
MORELAND,0.0,51.0,63.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,2.0,1.0,716.0,669.0,0.0,70.0,48.0,1639.0
PINE ROAD,0.0,51.0,39.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,9.0,2.0,0.0,0.0,2.0,1.0,505.0,475.0,0.0,43.0,39.0,1174.0
DRESDEN,0.0,20.0,16.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,221.0,225.0,0.0,20.0,19.0,533.0
NEWNAN,0.0,70.0,39.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,3.0,1.0,0.0,462.0,381.0,0.0,487.0,240.0,1715.0
SHARPSBURG,2.0,118.0,93.0,0.0,8.0,8.0,0.0,3.0,2.0,0.0,27.0,17.0,0.0,8.0,5.0,2.0,1242.0,1139.0,0.0,92.0,61.0,2827.0
FISCHER ROAD,2.0,123.0,126.0,0.0,11.0,8.0,0.0,1.0,1.0,0.0,31.0,20.0,0.0,15.0,8.0,2.0,956.0,966.0,1.0,139.0,120.0,2530.0
CEDAR CREEK,0.0,147.0,158.0,0.0,7.0,5.0,0.0,2.0,2.0,0.0,24.0,18.0,0.0,13.0,9.0,1.0,1403.0,1311.0,1.0,133.0,114.0,3348.0
GRANTVILLE,3.0,68.0,46.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,9.0,3.0,0.0,2.0,2.0,0.0,507.0,467.0,0.0,193.0,101.0,1411.0
HARALSON,0.0,59.0,53.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,3.0,1.0,1.0,564.0,522.0,0.0,69.0,44.0,1338.0
WELCOME,1.0,78.0,61.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,2.0,0.0,1.0,816.0,749.0,0.0,107.0,69.0,1923.0
PANTHER CREEK,0.0,62.0,59.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,13.0,6.0,0.0,2.0,0.0,2.0,664.0,636.0,0.0,135.0,72.0,1661.0
RAYMOND,1.0,49.0,60.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,4.0,1.0,1.0,649.0,575.0,0.0,68.0,54.0,1494.0
TURIN,1.0,109.0,107.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,9.0,7.0,2.0,1071.0,1019.0,0.0,139.0,95.0,2592.0
SMOKEY ROAD,0.0,60.0,61.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,12.0,7.0,0.0,1.0,2.0,1.0,404.0,364.0,0.0,287.0,144.0,1350.0
CENTRAL,0.0,100.0,84.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,28.0,17.0,0.0,6.0,5.0,2.0,338.0,288.0,1.0,621.0,235.0,1742.0
