RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,30.28,35.26,87.50,32.78
OTHER,44.74,46.43,0.00,45.62
NATIVE-AM,38.64,64.71,0.00,50.00
HISP-LT,27.21,47.88,0.00,38.41
ASIA-PI,39.47,37.74,0.00,38.46
WHITE,58.29,57.45,50.00,57.85
BLACK,27.91,43.82,0.00,36.00
TOTAL,54.78,55.48,69.23,55.16
