,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.11,28.05,0.0
1,OTHER,45.07,48.48,0.0
2,NATIVE AMERICAN,25.0,50.0,0.0
3,LATINO,38.36,44.25,0.0
4,ASIAN-PACIFIC,39.33,50.56,0.0
5,WHITE,58.88,62.16,66.67
6,BLACK,37.43,48.21,0.0
