,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,23.2,30.09,0.0
1,OTHER,33.33,33.33,100.0
2,NATIVE AMERICAN,0.0,25.0,0.0
3,LATINO,33.33,20.0,0.0
4,ASIAN-PACIFIC,0.0,22.22,0.0
5,WHITE,43.53,43.64,50.0
6,BLACK,30.53,50.64,100.0
