,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,60.83,66.36,0.0
1,OTHER,55.56,55.56,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,30.0,50.0,0.0
4,ASIAN-PACIFIC,42.86,66.67,0.0
5,WHITE,71.72,71.1,100.0
6,BLACK,43.24,74.29,0.0
