,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,50.0,53.91,0.0
1,OTHER,57.89,72.97,0.0
2,NATIVE AMERICAN,25.0,100.0,0.0
3,LATINO,51.67,62.3,0.0
4,ASIAN-PACIFIC,45.9,44.8,0.0
5,WHITE,66.97,70.82,33.33
6,BLACK,60.0,71.09,100.0
