RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,37.5,52.38,0.0,43.4
OTHER,100.0,66.67,0.0,75.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,16.67,50.0,0.0,35.71
ASIA-PI,0.0,0.0,0.0,0.0
WHITE,61.62,57.74,100.0,59.62
BLACK,52.63,63.64,0.0,59.62
TOTAL,58.05,57.87,100.0,58.01
