,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,36.55,47.24,0.0
1,OTHER,47.95,51.91,100.0
2,NATIVE AMERICAN,28.38,44.29,0.0
3,LATINO,36.93,47.44,75.0
4,ASIAN-PACIFIC,40.5,46.14,0.0
5,WHITE,58.97,59.28,33.33
6,BLACK,52.12,62.56,57.5
