PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
WALNUT GROVE,0.0,43.0,49.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,506.0,521.0,0.0,4.0,1.0,1130.0
ROCK SPRING,3.0,159.0,149.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,1605.0,1440.0,0.0,50.0,33.0,3462.0
ARMUCHEE VALLEY,0.0,34.0,37.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,365.0,329.0,0.0,12.0,6.0,788.0
MOUNTAIN,1.0,43.0,48.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,272.0,0.0,0.0,0.0,666.0
CHATTANOOGA VALLEY,1.0,170.0,157.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,5.0,4.0,1.0,1518.0,1349.0,0.0,49.0,37.0,3318.0
KENSINGTON,0.0,35.0,37.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,364.0,334.0,0.0,31.0,23.0,828.0
ROSSVILLE,1.0,153.0,125.0,0.0,11.0,3.0,0.0,4.0,2.0,0.0,8.0,11.0,0.0,3.0,3.0,2.0,1190.0,1022.0,0.0,52.0,27.0,2617.0
CHICKAMAUGA,0.0,141.0,170.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,6.0,5.0,1.0,1754.0,1489.0,0.0,42.0,27.0,3658.0
FAIRYLAND,0.0,43.0,46.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,371.0,303.0,0.0,1.0,1.0,775.0
FAIRVIEW,0.0,74.0,52.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,570.0,536.0,0.0,25.0,25.0,1301.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,6.0,895.0,870.0,0.0,38.0,25.0,0.0,8.0,6.0,0.0,37.0,33.0,0.0,20.0,16.0,6.0,8542.0,7595.0,0.0,266.0,180.0,18543.0
