,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,29.41,36.54,0.0
1,OTHER,55.93,55.81,0.0
2,NATIVE AMERICAN,80.0,37.5,0.0
3,LATINO,36.88,47.74,0.0
4,ASIAN-PACIFIC,39.13,37.8,0.0
5,WHITE,54.48,56.04,100.0
6,BLACK,61.3,68.22,0.0
