,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.54,48.15,0.0
1,OTHER,100.0,100.0,0.0
2,NATIVE AMERICAN,100.0,100.0,0.0
3,LATINO,0.0,33.33,0.0
4,ASIAN-PACIFIC,0.0,50.0,0.0
5,WHITE,61.51,69.58,0.0
6,BLACK,63.33,74.6,100.0
