,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,44.07,41.85,0.0
1,OTHER,35.71,72.41,0.0
2,NATIVE AMERICAN,0.0,50.0,0.0
3,LATINO,42.86,45.31,0.0
4,ASIAN-PACIFIC,50.0,57.14,0.0
5,WHITE,65.39,63.71,66.67
6,BLACK,50.0,72.5,0.0
