RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,36.00,39.16,0.00,37.42
OTHER,46.15,64.29,0.00,55.56
NATIVE-AM,50.00,66.67,0.00,60.00
HISP-LT,46.80,48.85,0.00,47.86
ASIA-PI,66.67,50.00,0.00,56.67
WHITE,64.31,62.35,66.67,63.27
BLACK,43.75,63.64,0.00,53.85
TOTAL,57.84,58.32,66.67,58.10
