PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BUCHANAN,0.0,56.0,67.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,6.0,1.0,1030.0,903.0,0.0,48.0,40.0,2171.0
BUNCOMBE,0.0,28.0,30.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,450.0,429.0,0.0,3.0,8.0,971.0
CORINTH,0.0,47.0,48.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,6.0,2.0,0.0,696.0,675.0,0.0,11.0,17.0,1516.0
TWENTIETH,0.0,16.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,336.0,317.0,0.0,0.0,3.0,697.0
FELTON,0.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,127.0,126.0,0.0,0.0,0.0,266.0
LITTLE CREEK,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,291.0,0.0,1.0,0.0,623.0
MT VIEW,0.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133.0,130.0,0.0,0.0,0.0,277.0
SEVENTH,0.0,44.0,59.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,5.0,8.0,0.0,1.0,4.0,2.0,778.0,683.0,0.0,59.0,40.0,1693.0
BEREA-STEADMAN,0.0,21.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,288.0,248.0,0.0,1.0,3.0,590.0
TALLAPOOSA,0.0,80.0,99.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,6.0,4.0,2.0,1413.0,1186.0,0.0,52.0,40.0,2905.0
WACO,0.0,30.0,48.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,549.0,458.0,0.0,5.0,12.0,1110.0
TOTAL,0.0,348.0,422.0,0.0,21.0,21.0,0.0,9.0,6.0,0.0,21.0,24.0,0.0,25.0,23.0,9.0,6101.0,5446.0,0.0,180.0,163.0,12819.0
