,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,33.61,48.94,0.0
1,OTHER,38.46,50.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,40.0,0.0
4,ASIAN-PACIFIC,33.33,50.0,0.0
5,WHITE,38.89,44.0,0.0
6,BLACK,50.23,62.52,25.0
