,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.48,38.6,0.0
1,OTHER,58.62,59.18,0.0
2,NATIVE AMERICAN,100.0,33.33,0.0
3,LATINO,51.58,62.39,0.0
4,ASIAN-PACIFIC,45.61,33.9,0.0
5,WHITE,62.35,63.62,100.0
6,BLACK,62.24,74.14,0.0
