,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,54.26,51.5,0.0
1,OTHER,45.0,36.36,0.0
2,NATIVE AMERICAN,60.0,100.0,0.0
3,LATINO,50.0,55.22,0.0
4,ASIAN-PACIFIC,47.17,51.52,0.0
5,WHITE,62.55,63.5,0.0
6,BLACK,65.56,70.54,0.0
