,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.59,50.0,0.0
1,OTHER,60.78,65.12,0.0
2,NATIVE AMERICAN,66.67,33.33,0.0
3,LATINO,48.11,63.93,0.0
4,ASIAN-PACIFIC,38.78,43.62,0.0
5,WHITE,62.03,65.2,50.0
6,BLACK,59.65,72.64,100.0
