PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
1B,0.0,156.0,138.0,0.0,7.0,7.0,0.0,3.0,4.0,0.0,12.0,14.0,0.0,3.0,2.0,2.0,1141.0,1091.0,0.0,78.0,64.0,2722.0
1C,0.0,73.0,80.0,0.0,9.0,4.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,556.0,511.0,0.0,53.0,55.0,1356.0
1D,0.0,89.0,131.0,0.0,7.0,3.0,0.0,1.0,0.0,1.0,13.0,21.0,0.0,6.0,4.0,2.0,823.0,795.0,0.0,36.0,43.0,1975.0
2A,1.0,152.0,155.0,0.0,8.0,7.0,0.0,3.0,2.0,0.0,25.0,26.0,0.0,11.0,6.0,2.0,1065.0,996.0,0.0,98.0,85.0,2642.0
2B,2.0,183.0,206.0,0.0,9.0,12.0,0.0,1.0,1.0,1.0,33.0,26.0,1.0,14.0,14.0,3.0,1161.0,1094.0,0.0,192.0,150.0,3103.0
2C,1.0,328.0,255.0,1.0,14.0,9.0,0.0,1.0,3.0,0.0,45.0,37.0,0.0,21.0,13.0,1.0,1449.0,1391.0,0.0,256.0,221.0,4046.0
3A,0.0,61.0,69.0,0.0,4.0,2.0,0.0,4.0,5.0,0.0,5.0,3.0,0.0,1.0,0.0,2.0,498.0,464.0,0.0,115.0,72.0,1305.0
3B,1.0,60.0,57.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,2.0,1.0,447.0,449.0,0.0,251.0,194.0,1479.0
3C,1.0,101.0,103.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,13.0,5.0,0.0,3.0,1.0,2.0,705.0,656.0,0.0,175.0,122.0,1896.0
3D,0.0,131.0,173.0,0.0,7.0,1.0,0.0,1.0,7.0,0.0,20.0,14.0,1.0,6.0,5.0,1.0,1024.0,935.0,0.0,258.0,209.0,2793.0
4A,2.0,204.0,200.0,0.0,6.0,7.0,0.0,3.0,1.0,0.0,19.0,22.0,0.0,8.0,7.0,4.0,1362.0,1241.0,1.0,240.0,147.0,3474.0
4B,1.0,91.0,102.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,15.0,18.0,0.0,4.0,4.0,1.0,619.0,583.0,0.0,188.0,162.0,1798.0
4C,2.0,181.0,193.0,0.0,13.0,8.0,0.0,0.0,4.0,0.0,24.0,16.0,0.0,4.0,5.0,1.0,1121.0,1022.0,0.0,77.0,64.0,2735.0
5A,1.0,178.0,175.0,1.0,8.0,10.0,0.0,3.0,2.0,0.0,24.0,29.0,0.0,6.0,3.0,5.0,1115.0,1008.0,0.0,141.0,103.0,2812.0
5B,4.0,282.0,273.0,0.0,15.0,11.0,0.0,6.0,5.0,0.0,49.0,41.0,0.0,22.0,16.0,1.0,1380.0,1204.0,1.0,401.0,300.0,4011.0
5C,3.0,98.0,105.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,19.0,11.0,0.0,612.0,531.0,0.0,147.0,81.0,1645.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,8.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TOTAL,19.0,2368.0,2415.0,2.0,129.0,93.0,0.0,29.0,41.0,2.0,318.0,290.0,2.0,132.0,94.0,29.0,15080.0,13973.0,2.0,2708.0,2075.0,39801.0
