RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,27.88,32.22,0.0,29.8
OTHER,46.67,33.33,0.0,37.78
NATIVE-AM,80.0,100.0,0.0,83.33
HISP-LT,44.68,48.21,0.0,46.6
ASIA-PI,64.71,36.36,0.0,53.57
WHITE,54.73,56.0,0.0,55.42
BLACK,51.77,67.12,0.0,60.58
TOTAL,50.63,58.61,0.0,54.98
