,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,29.53,32.54,0.0
1,OTHER,36.84,45.95,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,41.95,51.96,0.0
4,ASIAN-PACIFIC,34.67,34.65,0.0
5,WHITE,55.02,56.46,0.0
6,BLACK,47.93,60.09,0.0
