RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,12.64,23.68,0.00,17.79
OTHER,30.00,30.00,0.00,30.00
NATIVE-AM,0.00,100.0,0.00,100.0
HISP-LT,30.77,27.27,0.00,28.57
ASIA-PI,50.00,11.11,0.00,18.18
WHITE,52.58,41.20,0.00,46.08
BLACK,38.58,47.52,0.00,43.51
TOTAL,39.66,40.71,0.00,40.24
