,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,34.11,39.17,0.0
1,OTHER,57.14,42.11,0.0
2,NATIVE AMERICAN,0.0,60.0,0.0
3,LATINO,33.33,48.48,100.0
4,ASIAN-PACIFIC,14.29,45.83,0.0
5,WHITE,59.81,55.6,0.0
6,BLACK,52.73,68.28,0.0
