RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,37.50,40.00,0.00,38.10
OTHER,50.00,0.00,0.00,50.00
NATIVE-AM,0.00,100.0,0.00,100.0
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,73.26,68.59,100.0,70.88
BLACK,42.86,64.52,0.00,55.77
TOTAL,66.98,67.54,100.0,67.35
