,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,17.89,34.38,0.0
1,OTHER,35.71,45.83,0.0
2,NATIVE AMERICAN,25.0,0.0,0.0
3,LATINO,15.79,55.0,0.0
4,ASIAN-PACIFIC,17.31,12.77,0.0
5,WHITE,37.14,46.88,0.0
6,BLACK,37.01,49.76,0.0
