,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,50.0,58.82,0.0
1,OTHER,0.0,50.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,66.67,69.23,100.0
4,ASIAN-PACIFIC,25.0,18.18,0.0
5,WHITE,61.43,67.58,0.0
6,BLACK,62.5,40.0,0.0
