,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,35.43,36.7,0.0
1,OTHER,76.92,52.94,0.0
2,NATIVE AMERICAN,50.0,0.0,0.0
3,LATINO,31.11,41.18,0.0
4,ASIAN-PACIFIC,100.0,44.44,0.0
5,WHITE,59.03,56.91,100.0
6,BLACK,56.32,64.81,0.0
