,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,43.06,53.23,0.0
1,OTHER,30.0,33.33,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,47.62,58.82,0.0
4,ASIAN-PACIFIC,85.71,60.0,0.0
5,WHITE,71.78,71.45,0.0
6,BLACK,47.27,68.25,0.0
