,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.46,45.36,0.0
1,OTHER,53.19,63.16,0.0
2,NATIVE AMERICAN,50.0,33.33,0.0
3,LATINO,49.66,55.35,50.0
4,ASIAN-PACIFIC,45.26,47.25,100.0
5,WHITE,60.28,60.15,80.0
6,BLACK,63.64,66.13,0.0
