PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
COOSA,0.0,40.0,42.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,684.0,615.0,0.0,0.0,0.0,1395.0
CHOESTOE,2.0,24.0,23.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,422.0,392.0,0.0,2.0,1.0,879.0
JONES CREEK,0.0,38.0,39.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,607.0,551.0,0.0,0.0,0.0,1245.0
OWLTOWN,1.0,31.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,1.0,491.0,444.0,0.0,0.0,1.0,1015.0
IVY LOG,0.0,36.0,33.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,590.0,556.0,0.0,0.0,0.0,1224.0
SUCHES,0.0,12.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,173.0,0.0,0.0,0.0,375.0
TRACKROCK,0.0,19.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,366.0,329.0,0.0,0.0,0.0,739.0
DOOLEY,0.0,37.0,46.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,2.0,459.0,412.0,0.0,1.0,2.0,974.0
GUMLOG,0.0,26.0,42.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,606.0,584.0,0.0,0.0,0.0,1269.0
PAT COLWELL,1.0,45.0,31.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,3.0,1.0,0.0,664.0,584.0,0.0,0.0,1.0,1348.0
TOTAL,4.0,308.0,318.0,0.0,11.0,15.0,0.0,6.0,2.0,0.0,32.0,21.0,0.0,21.0,6.0,7.0,5064.0,4640.0,0.0,3.0,5.0,10463.0
