,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,52.74,53.7,0.0
1,OTHER,53.85,56.25,0.0
2,NATIVE AMERICAN,100.0,0.0,0.0
3,LATINO,58.82,41.67,100.0
4,ASIAN-PACIFIC,33.33,61.11,100.0
5,WHITE,69.37,68.38,0.0
6,BLACK,52.63,66.0,0.0
