,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,25.0,45.0,0.0
1,OTHER,66.67,0.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,72.73,60.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,68.91,68.11,100.0
6,BLACK,33.33,33.33,0.0
