PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
DIRTSELLER,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,1.0,1.0,114.0
HAYWOOD,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,42.0,0.0,0.0,0.0,95.0
LYERLY,0.0,15.0,21.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,215.0,231.0,0.0,14.0,12.0,512.0
TRION,0.0,35.0,37.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,7.0,0.0,4.0,2.0,0.0,786.0,759.0,0.0,9.0,6.0,1656.0
SUMMERVILLE,0.0,73.0,67.0,0.0,6.0,7.0,0.0,1.0,2.0,0.0,3.0,5.0,0.0,4.0,2.0,0.0,1081.0,975.0,0.0,234.0,139.0,2599.0
TELOGA,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,167.0,0.0,0.0,0.0,348.0
DIRTTOWN,0.0,16.0,13.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,232.0,0.0,29.0,19.0,559.0
SEMINOLE,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,36.0,0.0,3.0,3.0,85.0
SUBLIGNA,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,146.0,144.0,0.0,0.0,0.0,310.0
ALPINE,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,278.0,238.0,0.0,5.0,5.0,548.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLOUDLAND,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,104.0,89.0,0.0,0.0,0.0,213.0
PENNVILLE,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,134.0,112.0,0.0,2.0,3.0,271.0
TOTAL,0.0,194.0,187.0,0.0,11.0,9.0,0.0,2.0,4.0,0.0,16.0,17.0,0.0,11.0,5.0,0.0,3291.0,3078.0,0.0,297.0,188.0,7310.0
