,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,41.77,46.97,0.0
1,OTHER,57.14,77.78,0.0
2,NATIVE AMERICAN,66.67,0.0,0.0
3,LATINO,45.45,56.25,0.0
4,ASIAN-PACIFIC,52.0,50.0,0.0
5,WHITE,64.86,66.21,75.0
6,BLACK,57.89,63.64,0.0
