PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
SHAKERAG WEST,0.0,79.0,79.0,0.0,4.0,5.0,0.0,1.0,1.0,1.0,13.0,8.0,0.0,8.0,6.0,1.0,549.0,496.0,0.0,9.0,12.0,1272.0
STARRSMILL,4.0,189.0,207.0,0.0,16.0,27.0,0.0,3.0,5.0,0.0,29.0,29.0,0.0,18.0,16.0,1.0,1440.0,1346.0,0.0,122.0,109.0,3561.0
WHITEWATER,4.0,221.0,238.0,0.0,27.0,20.0,0.0,4.0,3.0,0.0,39.0,31.0,0.0,25.0,32.0,3.0,1252.0,1254.0,2.0,198.0,184.0,3537.0
WOOLSEY,2.0,120.0,135.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,16.0,16.0,0.0,13.0,14.0,0.0,1020.0,970.0,1.0,72.0,80.0,2475.0
MCINTOSH,1.0,200.0,211.0,0.0,22.0,15.0,0.0,1.0,1.0,0.0,34.0,25.0,0.0,69.0,43.0,2.0,1321.0,1194.0,2.0,151.0,118.0,3410.0
OAK GROVE,2.0,80.0,85.0,0.0,7.0,10.0,0.0,1.0,1.0,0.0,21.0,18.0,0.0,18.0,8.0,2.0,542.0,507.0,0.0,40.0,31.0,1373.0
KEDRON,1.0,284.0,268.0,0.0,38.0,27.0,0.0,3.0,3.0,1.0,100.0,88.0,0.0,103.0,97.0,3.0,1299.0,1161.0,0.0,314.0,229.0,4019.0
ABERDEEN,2.0,123.0,91.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,18.0,7.0,0.0,19.0,12.0,2.0,750.0,683.0,0.0,61.0,45.0,1821.0
WINDGATE,2.0,58.0,56.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,16.0,9.0,0.0,7.0,4.0,0.0,433.0,366.0,0.0,25.0,13.0,998.0
FLAT CREEK,0.0,178.0,132.0,0.0,12.0,5.0,0.0,1.0,2.0,0.0,41.0,29.0,0.0,17.0,21.0,0.0,803.0,657.0,1.0,164.0,88.0,2151.0
BRAELINN,0.0,120.0,122.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,18.0,13.0,0.0,16.0,9.0,0.0,819.0,771.0,0.0,12.0,16.0,1929.0
KENWOOD,1.0,57.0,56.0,0.0,8.0,8.0,0.0,2.0,0.0,0.0,13.0,17.0,0.0,7.0,7.0,0.0,115.0,115.0,0.0,318.0,259.0,983.0
BANKS,1.0,106.0,95.0,0.0,14.0,14.0,0.0,0.0,2.0,0.0,24.0,21.0,1.0,31.0,10.0,1.0,424.0,401.0,0.0,268.0,224.0,1637.0
HARPS CROSSING,2.0,79.0,66.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,5.0,9.0,1.0,599.0,559.0,0.0,143.0,107.0,1618.0
WILLOW POND,2.0,211.0,190.0,0.0,22.0,16.0,0.0,4.0,3.0,0.0,64.0,58.0,0.0,46.0,49.0,2.0,864.0,806.0,2.0,337.0,257.0,2933.0
DOGWOOD,2.0,141.0,153.0,0.0,19.0,14.0,0.0,2.0,3.0,0.0,31.0,24.0,0.0,27.0,15.0,0.0,995.0,948.0,0.0,235.0,195.0,2804.0
OAK RIDGE,1.0,146.0,120.0,0.0,18.0,21.0,0.0,1.0,0.0,0.0,19.0,13.0,0.0,30.0,23.0,0.0,457.0,465.0,0.0,464.0,379.0,2157.0
JEFF DAVIS,5.0,230.0,173.0,0.0,29.0,24.0,0.0,1.0,0.0,1.0,42.0,24.0,0.0,37.0,41.0,1.0,668.0,437.0,1.0,677.0,465.0,2856.0
MURPHY,1.0,199.0,178.0,0.0,27.0,16.0,0.0,1.0,1.0,0.0,33.0,20.0,0.0,34.0,32.0,4.0,895.0,849.0,1.0,459.0,404.0,3154.0
FIELDING RIDGE,3.0,188.0,216.0,0.0,23.0,19.0,0.0,1.0,0.0,0.0,52.0,44.0,1.0,72.0,54.0,0.0,1387.0,1310.0,0.0,122.0,108.0,3600.0
WILLOWBEND,1.0,104.0,99.0,0.0,12.0,10.0,0.0,1.0,0.0,0.0,37.0,30.0,1.0,25.0,18.0,3.0,801.0,692.0,0.0,83.0,47.0,1964.0
CAMP CREEK,3.0,125.0,105.0,0.0,5.0,9.0,0.0,4.0,1.0,0.0,17.0,13.0,0.0,31.0,11.0,0.0,819.0,739.0,0.0,43.0,28.0,1953.0
RISING STAR,5.0,215.0,216.0,1.0,21.0,14.0,0.0,2.0,2.0,0.0,51.0,51.0,0.0,43.0,46.0,2.0,1512.0,1401.0,0.0,101.0,75.0,3758.0
SPRING HILL,3.0,169.0,178.0,0.0,31.0,33.0,0.0,4.0,2.0,0.0,51.0,27.0,0.0,42.0,44.0,4.0,848.0,787.0,2.0,471.0,415.0,3111.0
ANTIOCH,0.0,110.0,100.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,21.0,20.0,0.0,14.0,14.0,2.0,661.0,624.0,0.0,178.0,162.0,1938.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,5.0
TOTAL,60.0,5333.0,5087.0,1.0,602.0,498.0,0.0,54.0,52.0,5.0,1185.0,935.0,3.0,984.0,817.0,55.0,27730.0,25357.0,24.0,9749.0,7879.0,86410.0
