,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,14.71,26.09,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE AMERICAN,0.0,100.0,0.0
3,LATINO,23.08,41.18,0.0
4,ASIAN-PACIFIC,15.38,16.67,0.0
5,WHITE,61.34,57.46,0.0
6,BLACK,50.0,73.33,0.0
