,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,27.68,31.79,0.0
1,OTHER,33.33,42.11,0.0
2,NATIVE AMERICAN,33.33,50.0,0.0
3,LATINO,21.21,28.24,0.0
4,ASIAN-PACIFIC,21.05,21.43,0.0
5,WHITE,45.51,46.53,50.0
6,BLACK,42.54,62.46,0.0
