,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,60.78,66.23,0.0
1,OTHER,50.0,57.14,0.0
2,NATIVE AMERICAN,100.0,0.0,0.0
3,LATINO,75.0,50.0,0.0
4,ASIAN-PACIFIC,64.29,73.33,0.0
5,WHITE,67.59,64.73,0.0
6,BLACK,47.62,72.22,0.0
