,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.94,46.84,0.0
1,OTHER,38.64,47.95,0.0
2,NATIVE AMERICAN,25.0,66.67,0.0
3,LATINO,35.9,52.31,0.0
4,ASIAN-PACIFIC,31.71,47.06,0.0
5,WHITE,62.67,59.62,0.0
6,BLACK,53.4,63.29,50.0
