PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BRANTLEYS,0.0,14.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,373.0,338.0,0.0,17.0,14.0,780.0
BURGAYS,0.0,39.0,37.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,4.0,8.0,0.0,6.0,4.0,0.0,740.0,702.0,1.0,68.0,57.0,1676.0
CABANISS,0.0,13.0,15.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,183.0,163.0,1.0,47.0,38.0,472.0
COX,0.0,14.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.0,189.0,0.0,28.0,29.0,477.0
CULLODEN,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,103.0,0.0,52.0,34.0,301.0
DILLARDS,1.0,11.0,19.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,263.0,239.0,0.0,28.0,23.0,594.0
EVERS,3.0,38.0,28.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,1.0,525.0,464.0,0.0,86.0,55.0,1219.0
FORSYTH,3.0,45.0,58.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,2.0,669.0,533.0,1.0,835.0,423.0,2593.0
HIGH FALLS,0.0,32.0,48.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,415.0,399.0,0.0,41.0,26.0,981.0
KELSEYS,0.0,9.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,129.0,134.0,0.0,100.0,78.0,460.0
MIDDLEBROOKS,0.0,20.0,17.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,385.0,358.0,1.0,48.0,29.0,863.0
PROCTORS,0.0,34.0,21.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,245.0,232.0,0.0,53.0,33.0,628.0
RUSSELLVILLE,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,120.0,0.0,27.0,17.0,299.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,8.0,282.0,294.0,0.0,23.0,29.0,0.0,6.0,5.0,0.0,22.0,20.0,0.0,21.0,19.0,4.0,4346.0,3974.0,4.0,1430.0,856.0,11343.0
