PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BUCHANAN,0,46.43,28.36,0,25,50,0,0,0,0,25,75,0,50,16.67,0,59.51,59.69,0,68.75,40.00,57.85
BUNCOMBE,0,42.86,30,0,66.67,75,0,50,0,0,50,0,0,0,0,0,52.89,58.04,0,100,50.00,53.86
CORINTH,0,23.4,33.33,0,0,100,0,0,0,0,100,0,0,50,0,0,60.34,57.93,0,63.64,52.94,56.86
TWENTIETH,0,31.25,33.33,0,0,100,0,0,0,0,0,100,0,0,0,100,60.42,59.62,0,0,0,58.39
FELTON,0,42.86,50,0,0,100,0,0,0,0,0,0,0,0,0,0,59.06,62.7,0,0,0,60.15
LITTLE CREEK,0,73.33,46.67,0,0,0,0,0,0,0,0,0,0,0,0,0,66.45,63.92,0,0,0,64.85
MT VIEW,0,75,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,62.41,67.69,0,0,0,63.9
SEVENTH,0,38.64,25.42,0,100,50,0,0,0,0,20,12.5,0,100,0,100,60.15,60.03,0,47.46,40.00,56.88
BEREA-STEADMAN,0,47.62,17.39,0,0,0,0,0,100,0,0,100,0,0,0,0,60.42,68.95,0,100,33.33,61.53
TALLAPOOSA,0,25,22.22,0,16.67,33.33,0,0,100,0,40,50,0,66.67,0,0,55.2,53.63,0,65.38,37.50,52.29
TOTAL,,35.63,27.01,,38.1,57.14,,22.22,33.33,,38.1,37.5,,44.0,8.7,33.33,58.19,58.74,,59.44,41.1,56.31
