,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,35.8,54.63,0.0
1,OTHER,39.02,50.0,0.0
2,NATIVE AMERICAN,33.33,25.0,0.0
3,LATINO,36.62,50.52,0.0
4,ASIAN-PACIFIC,26.92,34.48,0.0
5,WHITE,54.39,60.41,100.0
6,BLACK,53.92,66.47,50.0
