,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,43.07,46.3,0.0
1,OTHER,60.53,51.28,0.0
2,NATIVE AMERICAN,40.0,100.0,0.0
3,LATINO,40.86,52.03,66.67
4,ASIAN-PACIFIC,35.58,35.77,0.0
5,WHITE,67.13,66.99,25.0
6,BLACK,61.26,68.26,100.0
