,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.52,37.76,0.0
1,OTHER,57.69,72.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,37.68,47.3,0.0
4,ASIAN-PACIFIC,44.74,46.67,0.0
5,WHITE,66.16,68.51,0.0
6,BLACK,48.78,56.38,0.0
