,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,35.06,27.78,0.0
1,OTHER,75.0,33.33,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,27.27,57.14,0.0
4,ASIAN-PACIFIC,0.0,100.0,0.0
5,WHITE,60.18,59.05,100.0
6,BLACK,50.0,0.0,0.0
