,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.24,59.51,0.0
1,OTHER,69.23,55.0,0.0
2,NATIVE AMERICAN,100.0,0.0,0.0
3,LATINO,16.67,45.45,0.0
4,ASIAN-PACIFIC,33.33,33.33,0.0
5,WHITE,48.28,40.0,0.0
6,BLACK,54.93,68.19,50.0
