,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,46.32,45.71,0.0
1,OTHER,46.3,68.75,0.0
2,NATIVE AMERICAN,33.33,100.0,0.0
3,LATINO,42.01,51.03,50.0
4,ASIAN-PACIFIC,38.96,33.78,0.0
5,WHITE,62.08,59.1,100.0
6,BLACK,52.45,68.55,60.0
