,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,54.0,53.45,0.0
1,OTHER,100.0,0.0,0.0
2,NATIVE AMERICAN,100.0,0.0,0.0
3,LATINO,100.0,25.0,0.0
4,ASIAN-PACIFIC,100.0,25.0,0.0
5,WHITE,72.06,73.46,0.0
6,BLACK,100.0,0.0,0.0
