,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,36.09,36.94,0.0
1,OTHER,50.0,69.57,0.0
2,NATIVE AMERICAN,66.67,100.0,0.0
3,LATINO,50.0,52.63,0.0
4,ASIAN-PACIFIC,33.33,16.67,0.0
5,WHITE,61.47,61.95,0.0
6,BLACK,61.2,71.34,25.0
