RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,24.14,46.15,0.0,34.55
OTHER,0.0,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,0.0,100.0,0.0,100.0
ASIA-PI,0.0,100.0,0.0,100.0
WHITE,67.81,66.03,0.0,66.84
BLACK,55.56,55.56,0.0,55.56
TOTAL,63.94,64.5,0.0,64.24
