,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,63.75,57.78,0.0
1,OTHER,85.71,75.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,75.0,33.33,0.0
4,ASIAN-PACIFIC,28.57,70.59,0.0
5,WHITE,73.41,73.65,75.0
6,BLACK,58.33,63.16,0.0
