,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.34,33.94,0.0
1,OTHER,42.59,40.0,50.0
2,NATIVE AMERICAN,50.0,40.0,0.0
3,LATINO,29.72,35.94,0.0
4,ASIAN-PACIFIC,40.15,41.38,50.0
5,WHITE,55.16,58.06,0.0
6,BLACK,37.5,47.46,37.5
